Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Perth-Karratha,Perth,Karratha,All Airlines,Nov-22,194,193,1,141,136,52,57,2022,11
Perth-Melbourne,Perth,Melbourne,All Airlines,Nov-22,397,384,13,230,260,154,124,2022,11
Perth-Newman,Perth,Newman,All Airlines,Nov-22,169,163,6,132,125,31,38,2022,11
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Nov-22,176,172,4,138,132,34,40,2022,11
Perth-Sydney,Perth,Sydney,All Airlines,Nov-22,371,363,8,198,263,165,100,2022,11
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Nov-22,176,172,4,82,85,90,87,2022,11
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Nov-22,281,261,20,169,166,92,95,2022,11
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Nov-22,217,205,12,146,139,59,66,2022,11
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Nov-22,89,89,0,55,55,34,34,2022,11
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Nov-22,293,287,6,206,204,81,83,2022,11
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Nov-22,193,182,11,112,104,70,78,2022,11
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Nov-22,252,245,7,169,136,76,109,2022,11
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Nov-22,451,434,17,269,250,165,184,2022,11
Sydney-Albury,Sydney,Albury,All Airlines,Nov-22,221,215,6,147,146,68,69,2022,11
Sydney-Armidale,Sydney,Armidale,All Airlines,Nov-22,164,160,4,121,124,39,36,2022,11
Sydney-Ballina,Sydney,Ballina,All Airlines,Nov-22,210,208,2,141,141,67,67,2022,11
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Nov-22,1241,1145,96,729,737,416,408,2022,11
Sydney-Cairns,Sydney,Cairns,All Airlines,Nov-22,197,192,5,146,142,46,50,2022,11
Sydney-Canberra,Sydney,Canberra,All Airlines,Nov-22,666,605,61,444,458,161,147,2022,11
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Nov-22,236,230,6,164,173,66,57,2022,11
Sydney-Darwin,Sydney,Darwin,All Airlines,Nov-22,90,86,4,49,41,37,45,2022,11
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Nov-22,237,231,6,126,141,105,90,2022,11
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Nov-22,715,661,54,389,381,272,280,2022,11
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Nov-22,81,81,0,50,47,31,34,2022,11
Sydney-Hobart,Sydney,Hobart,All Airlines,Nov-22,242,232,10,150,154,82,78,2022,11
Sydney-Launceston,Sydney,Launceston,All Airlines,Nov-22,90,88,2,51,50,37,38,2022,11
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Nov-22,2082,1840,242,1130,1159,710,681,2022,11
Sydney-Perth,Sydney,Perth,All Airlines,Nov-22,376,367,9,181,169,186,198,2022,11
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Nov-22,213,206,7,134,140,72,66,2022,11
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Nov-22,253,246,7,183,164,63,82,2022,11
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Nov-22,225,220,5,134,137,86,83,2022,11
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Nov-22,314,301,13,204,211,97,90,2022,11
Townsville-Cairns,Townsville,Cairns,All Airlines,Nov-22,149,147,2,122,129,25,18,2022,11
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Nov-22,222,217,5,159,160,58,57,2022,11
Adelaide-Alice Springs,Adelaide,Alice Springs,All Airlines,Dec-22,59,59,0,51,44,8,15,2022,12
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Dec-22,310,305,5,204,220,101,85,2022,12
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Dec-22,102,102,0,91,92,11,10,2022,12
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Dec-22,77,75,2,61,57,14,18,2022,12
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Dec-22,671,653,18,439,445,214,208,2022,12
Adelaide-Perth,Adelaide,Perth,All Airlines,Dec-22,199,187,12,117,135,70,52,2022,12
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Dec-22,254,248,6,197,197,51,51,2022,12
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Dec-22,473,450,23,302,326,148,124,2022,12
Albury-Sydney,Albury,Sydney,All Airlines,Dec-22,197,194,3,157,163,37,31,2022,12
Alice Springs-Adelaide,Alice Springs,Adelaide,All Airlines,Dec-22,59,59,0,32,37,27,22,2022,12
Armidale-Sydney,Armidale,Sydney,All Airlines,Dec-22,154,152,2,130,121,22,31,2022,12
Ballina-Sydney,Ballina,Sydney,All Airlines,Dec-22,228,223,5,154,155,69,68,2022,12
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Dec-22,308,304,4,218,199,86,105,2022,12
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Dec-22,361,357,4,243,237,114,120,2022,12
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Dec-22,287,284,3,223,226,61,58,2022,12
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Dec-22,107,106,1,75,59,31,47,2022,12
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Dec-22,133,133,0,114,112,19,21,2022,12
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Dec-22,171,165,6,134,130,31,35,2022,12
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Dec-22,65,65,0,54,48,11,17,2022,12
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Dec-22,123,119,4,87,86,32,33,2022,12
Brisbane-Launceston,Brisbane,Launceston,All Airlines,Dec-22,61,60,1,43,42,17,18,2022,12
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Dec-22,288,285,3,181,171,104,114,2022,12
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Dec-22,906,868,38,554,535,314,333,2022,12
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Dec-22,64,64,0,55,52,9,12,2022,12
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Dec-22,252,247,5,193,186,54,61,2022,12
Brisbane-Perth,Brisbane,Perth,All Airlines,Dec-22,301,293,8,196,186,97,107,2022,12
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Dec-22,108,108,0,89,78,19,30,2022,12
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Dec-22,300,294,6,218,201,76,93,2022,12
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Dec-22,1202,1128,74,810,815,318,313,2022,12
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Dec-22,310,301,9,217,198,84,103,2022,12
Broome-Perth,Broome,Perth,All Airlines,Dec-22,125,121,4,84,85,37,36,2022,12
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Dec-22,359,356,3,250,257,106,99,2022,12
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Dec-22,195,185,10,113,114,72,71,2022,12
Cairns-Sydney,Cairns,Sydney,All Airlines,Dec-22,258,253,5,184,182,69,71,2022,12
Cairns-Townsville,Cairns,Townsville,All Airlines,Dec-22,166,161,5,140,139,21,22,2022,12
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Dec-22,103,103,0,87,74,16,29,2022,12
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Dec-22,287,283,4,218,225,65,58,2022,12
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,Dec-22,54,51,3,33,36,18,15,2022,12
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Dec-22,360,351,9,245,241,106,110,2022,12
Canberra-Sydney,Canberra,Sydney,All Airlines,Dec-22,634,591,43,458,458,133,133,2022,12
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Dec-22,232,230,2,187,180,43,50,2022,12
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Dec-22,108,107,1,60,80,47,27,2022,12
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Dec-22,83,81,2,47,52,34,29,2022,12
Darwin-Perth,Darwin,Perth,All Airlines,Dec-22,52,52,0,24,26,28,26,2022,12
Darwin-Sydney,Darwin,Sydney,All Airlines,Dec-22,91,87,4,46,69,41,18,2022,12
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Dec-22,219,216,3,170,165,46,51,2022,12
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Dec-22,133,133,0,106,108,27,25,2022,12
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Dec-22,173,165,8,139,127,26,38,2022,12
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Dec-22,77,75,2,55,56,20,19,2022,12
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,Dec-22,53,53,0,33,34,20,19,2022,12
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Dec-22,632,602,30,413,401,189,201,2022,12
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Dec-22,737,704,33,501,488,203,216,2022,12
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Dec-22,65,65,0,44,49,21,16,2022,12
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Dec-22,84,83,1,43,42,40,41,2022,12
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Dec-22,123,118,5,81,84,37,34,2022,12
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Dec-22,479,452,27,273,281,179,171,2022,12
Hobart-Sydney,Hobart,Sydney,All Airlines,Dec-22,260,256,4,178,182,78,74,2022,12
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Dec-22,134,134,0,94,97,40,37,2022,12
Karratha-Perth,Karratha,Perth,All Airlines,Dec-22,182,180,2,126,134,54,46,2022,12
Launceston-Brisbane,Launceston,Brisbane,All Airlines,Dec-22,61,60,1,36,41,24,19,2022,12
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Dec-22,336,319,17,215,227,104,92,2022,12
Launceston-Sydney,Launceston,Sydney,All Airlines,Dec-22,117,115,2,64,67,51,48,2022,12
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Dec-22,293,290,3,174,184,116,106,2022,12
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Dec-22,670,650,20,441,418,209,232,2022,12
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Dec-22,902,861,41,565,582,296,279,2022,12
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Dec-22,195,186,9,117,129,69,57,2022,12
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Dec-22,361,353,8,251,249,102,104,2022,12
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Dec-22,84,81,3,43,45,38,36,2022,12
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Dec-22,631,603,28,387,408,216,195,2022,12
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Dec-22,478,452,26,289,279,163,173,2022,12
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Dec-22,336,324,12,226,214,98,110,2022,12
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Dec-22,186,184,2,102,105,82,79,2022,12
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Dec-22,138,137,1,97,93,40,44,2022,12
Melbourne-Perth,Melbourne,Perth,All Airlines,Dec-22,481,470,11,266,282,204,188,2022,12
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Dec-22,229,224,5,158,166,66,58,2022,12
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Dec-22,2040,1855,185,1298,1218,557,637,2022,12
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Dec-22,187,185,2,103,96,82,89,2022,12
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Dec-22,64,63,1,54,52,9,11,2022,12
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Dec-22,256,250,6,203,201,47,49,2022,12
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Dec-22,136,134,2,91,87,43,47,2022,12
Newman-Perth,Newman,Perth,All Airlines,Dec-22,155,149,6,105,104,44,45,2022,12
Perth-Adelaide,Perth,Adelaide,All Airlines,Dec-22,197,186,11,127,124,59,62,2022,12
Perth-Brisbane,Perth,Brisbane,All Airlines,Dec-22,301,292,9,181,232,111,60,2022,12
Perth-Broome,Perth,Broome,All Airlines,Dec-22,124,120,4,90,98,30,22,2022,12
Perth-Darwin,Perth,Darwin,All Airlines,Dec-22,52,52,0,33,33,19,19,2022,12
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Dec-22,134,134,0,106,105,28,29,2022,12
Perth-Karratha,Perth,Karratha,All Airlines,Dec-22,182,180,2,150,149,30,31,2022,12
Perth-Melbourne,Perth,Melbourne,All Airlines,Dec-22,493,479,14,279,294,200,185,2022,12
Perth-Newman,Perth,Newman,All Airlines,Dec-22,155,150,5,122,124,28,26,2022,12
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Dec-22,167,164,3,136,133,28,31,2022,12
Perth-Sydney,Perth,Sydney,All Airlines,Dec-22,385,376,9,210,245,166,131,2022,12
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Dec-22,167,163,4,96,98,67,65,2022,12
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Dec-22,255,248,7,196,190,52,58,2022,12
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Dec-22,199,198,1,163,155,35,43,2022,12
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Dec-22,108,108,0,72,75,36,33,2022,12
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Dec-22,302,293,9,215,214,78,79,2022,12
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Dec-22,229,222,7,143,130,79,92,2022,12
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Dec-22,295,271,24,186,164,85,107,2022,12
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Dec-22,477,457,20,306,298,151,159,2022,12
Sydney-Albury,Sydney,Albury,All Airlines,Dec-22,194,194,0,149,155,45,39,2022,12
Sydney-Armidale,Sydney,Armidale,All Airlines,Dec-22,154,153,1,124,133,29,20,2022,12
Sydney-Ballina,Sydney,Ballina,All Airlines,Dec-22,229,224,5,157,163,67,61,2022,12
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Dec-22,1205,1132,73,791,806,341,326,2022,12
Sydney-Cairns,Sydney,Cairns,All Airlines,Dec-22,258,254,4,180,181,74,73,2022,12
Sydney-Canberra,Sydney,Canberra,All Airlines,Dec-22,634,589,45,467,494,122,95,2022,12
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Dec-22,231,230,1,180,193,50,37,2022,12
Sydney-Darwin,Sydney,Darwin,All Airlines,Dec-22,88,86,2,64,60,22,26,2022,12
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Dec-22,221,218,3,155,174,63,44,2022,12
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Dec-22,736,703,33,496,496,207,207,2022,12
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Dec-22,84,83,1,50,51,33,32,2022,12
Sydney-Hobart,Sydney,Hobart,All Airlines,Dec-22,259,256,3,192,200,64,56,2022,12
Sydney-Launceston,Sydney,Launceston,All Airlines,Dec-22,115,114,1,74,77,40,37,2022,12
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Dec-22,2027,1838,189,1202,1249,636,589,2022,12
Sydney-Perth,Sydney,Perth,All Airlines,Dec-22,394,387,7,207,217,180,170,2022,12
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Dec-22,196,195,1,152,164,43,31,2022,12
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Dec-22,293,274,19,199,187,75,87,2022,12
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Dec-22,206,203,3,160,162,43,41,2022,12
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Dec-22,311,302,9,192,207,110,95,2022,12
Townsville-Cairns,Townsville,Cairns,All Airlines,Dec-22,166,159,7,138,142,21,17,2022,12
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Dec-22,200,197,3,163,159,34,38,2022,12
Adelaide-Alice Springs,Adelaide,Alice Springs,All Airlines,Jan-23,47,47,0,40,36,7,11,2023,1
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jan-23,333,327,6,235,253,92,74,2023,1
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jan-23,76,76,0,68,68,8,8,2023,1
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Jan-23,74,73,1,61,63,12,10,2023,1
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jan-23,681,663,18,494,519,169,144,2023,1
Adelaide-Perth,Adelaide,Perth,All Airlines,Jan-23,205,200,5,150,160,50,40,2023,1
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Jan-23,289,280,9,265,261,15,19,2023,1
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jan-23,458,440,18,336,350,104,90,2023,1
Albury-Sydney,Albury,Sydney,All Airlines,Jan-23,175,169,6,146,145,23,24,2023,1
Alice Springs-Adelaide,Alice Springs,Adelaide,All Airlines,Jan-23,48,47,1,31,33,16,14,2023,1
Armidale-Sydney,Armidale,Sydney,All Airlines,Jan-23,135,128,7,108,103,20,25,2023,1
Ballina-Sydney,Ballina,Sydney,All Airlines,Jan-23,240,234,6,181,175,53,59,2023,1
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Jan-23,334,328,6,241,224,87,104,2023,1
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jan-23,348,343,5,277,281,66,62,2023,1
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jan-23,265,263,2,219,214,44,49,2023,1
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jan-23,112,112,0,66,78,46,34,2023,1
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Jan-23,144,141,3,118,117,23,24,2023,1
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Jan-23,185,175,10,129,131,46,44,2023,1
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Jan-23,62,62,0,58,54,4,8,2023,1
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jan-23,119,118,1,95,97,23,21,2023,1
Brisbane-Launceston,Brisbane,Launceston,All Airlines,Jan-23,56,55,1,33,32,22,23,2023,1
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jan-23,282,278,4,205,193,73,85,2023,1
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jan-23,968,931,37,696,674,235,257,2023,1
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Jan-23,66,64,2,53,53,11,11,2023,1
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jan-23,257,245,12,181,181,64,64,2023,1
Brisbane-Perth,Brisbane,Perth,All Airlines,Jan-23,329,324,5,242,250,82,74,2023,1
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jan-23,110,99,11,81,81,18,18,2023,1
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Jan-23,309,303,6,232,206,71,97,2023,1
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jan-23,1175,1122,53,844,833,278,289,2023,1
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jan-23,308,295,13,228,234,67,61,2023,1
Broome-Perth,Broome,Perth,All Airlines,Jan-23,124,114,10,69,74,45,40,2023,1
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Jan-23,348,344,4,274,274,70,70,2023,1
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jan-23,186,182,4,116,123,66,59,2023,1
Cairns-Sydney,Cairns,Sydney,All Airlines,Jan-23,238,231,7,171,179,60,52,2023,1
Cairns-Townsville,Cairns,Townsville,All Airlines,Jan-23,166,160,6,147,147,13,13,2023,1
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Jan-23,75,75,0,64,59,11,16,2023,1
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Jan-23,266,263,3,223,223,40,40,2023,1
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,Jan-23,62,62,0,47,47,15,15,2023,1
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jan-23,361,352,9,263,262,89,90,2023,1
Canberra-Sydney,Canberra,Sydney,All Airlines,Jan-23,515,478,37,393,392,85,86,2023,1
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Jan-23,204,203,1,176,162,27,41,2023,1
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Jan-23,110,109,1,86,82,23,27,2023,1
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jan-23,70,69,1,42,42,27,27,2023,1
Darwin-Perth,Darwin,Perth,All Airlines,Jan-23,53,53,0,30,35,23,18,2023,1
Darwin-Sydney,Darwin,Sydney,All Airlines,Jan-23,62,62,0,41,44,21,18,2023,1
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jan-23,181,177,4,163,159,14,18,2023,1
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Jan-23,144,141,3,114,113,27,28,2023,1
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Jan-23,185,175,10,138,129,37,46,2023,1
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jan-23,74,73,1,56,57,17,16,2023,1
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,Jan-23,62,62,0,43,47,19,15,2023,1
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jan-23,672,647,25,478,483,169,164,2023,1
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jan-23,779,744,35,568,539,176,205,2023,1
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Jan-23,62,62,0,44,48,18,14,2023,1
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Jan-23,88,88,0,51,52,37,36,2023,1
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Jan-23,119,118,1,82,80,36,38,2023,1
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jan-23,475,448,27,281,281,167,167,2023,1
Hobart-Sydney,Hobart,Sydney,All Airlines,Jan-23,256,252,4,179,175,73,77,2023,1
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Jan-23,143,141,2,116,110,25,31,2023,1
Karratha-Perth,Karratha,Perth,All Airlines,Jan-23,189,188,1,152,149,36,39,2023,1
Launceston-Brisbane,Launceston,Brisbane,All Airlines,Jan-23,56,55,1,28,31,27,24,2023,1
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jan-23,365,345,20,237,248,108,97,2023,1
Launceston-Sydney,Launceston,Sydney,All Airlines,Jan-23,134,131,3,106,99,25,32,2023,1
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Jan-23,288,283,5,201,200,82,83,2023,1
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jan-23,684,669,15,512,487,157,182,2023,1
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jan-23,966,928,38,687,677,241,251,2023,1
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Jan-23,186,182,4,129,134,53,48,2023,1
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jan-23,360,353,7,278,266,75,87,2023,1
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Jan-23,70,70,0,37,38,33,32,2023,1
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Jan-23,671,646,25,464,471,182,175,2023,1
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Jan-23,475,450,25,301,297,149,153,2023,1
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Jan-23,362,343,19,247,241,96,102,2023,1
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jan-23,155,151,4,122,114,29,37,2023,1
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jan-23,144,143,1,108,98,35,45,2023,1
Melbourne-Perth,Melbourne,Perth,All Airlines,Jan-23,505,495,10,350,350,145,145,2023,1
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Jan-23,248,241,7,188,181,53,60,2023,1
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jan-23,1983,1841,142,1478,1392,363,449,2023,1
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Jan-23,154,150,4,115,95,35,55,2023,1
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Jan-23,66,63,3,54,47,9,16,2023,1
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Jan-23,254,242,12,190,190,52,52,2023,1
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Jan-23,145,143,2,97,91,46,52,2023,1
Newman-Perth,Newman,Perth,All Airlines,Jan-23,164,159,5,110,104,49,55,2023,1
Perth-Adelaide,Perth,Adelaide,All Airlines,Jan-23,206,201,5,150,151,51,50,2023,1
Perth-Brisbane,Perth,Brisbane,All Airlines,Jan-23,329,323,6,241,277,82,46,2023,1
Perth-Broome,Perth,Broome,All Airlines,Jan-23,123,114,9,80,85,34,29,2023,1
Perth-Darwin,Perth,Darwin,All Airlines,Jan-23,53,53,0,32,28,21,25,2023,1
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Jan-23,143,141,2,119,114,22,27,2023,1
Perth-Karratha,Perth,Karratha,All Airlines,Jan-23,195,194,1,159,156,35,38,2023,1
Perth-Melbourne,Perth,Melbourne,All Airlines,Jan-23,511,497,14,295,335,202,162,2023,1
Perth-Newman,Perth,Newman,All Airlines,Jan-23,163,160,3,124,121,36,39,2023,1
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Jan-23,173,171,2,136,136,35,35,2023,1
Perth-Sydney,Perth,Sydney,All Airlines,Jan-23,391,388,3,253,297,135,91,2023,1
